"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"14:31:48:633","52085094219740"," 189.533","  98.393"," 3093"," 3000"," 3100","3100","  60.974","11117.401","3088.167","  57.591","10441.486","2900.413"," 92","0","   3.895"," 685.256"," 190.349","  45.000","    0"
"14:31:48:734","52085324879040"," 189.633","  98.473"," 3093"," 3000"," 3100","3100","  59.591","11123.367","3089.824","  56.085","10447.101","2901.972"," 92","0","   3.843"," 685.641"," 190.456","  45.000","    0"
"14:31:48:834","52085555508098"," 189.733","  98.094"," 3093"," 3000"," 3100","3100","  59.071","11129.280","3091.467","  55.093","10452.616","2903.504"," 92","0","   3.916"," 686.033"," 190.565","  45.000","    0"
"14:31:48:934","52085786007222"," 189.833","  98.366"," 3093"," 3000"," 3100","3100","  59.985","11135.281","3093.134","  56.375","10458.256","2905.071"," 92","0","   3.878"," 686.421"," 190.672","  45.000","    0"
"14:31:49:034","52086016776648"," 189.933","  94.641"," 3093"," 3000"," 3100","3100","  60.569","11141.347","3094.819","  57.299","10463.995","2906.665"," 91","0","   3.862"," 686.807"," 190.780","  45.000","    0"
"14:31:49:134","52086247627466"," 190.033","  96.327"," 3093"," 3000"," 3100","3100","  61.326","11147.492","3096.526","  57.452","10469.751","2908.264"," 92","0","   3.914"," 687.200"," 190.889","  45.000","    0"
"14:31:49:234","52086478503488"," 190.133","  96.937"," 3093"," 3000"," 3100","3100","  60.875","11153.592","3098.220","  57.679","10475.531","2909.870"," 91","0","   3.877"," 687.588"," 190.997","  45.000","    0"
"14:31:49:334","52086709262272"," 190.233","  95.758"," 3093"," 3000"," 3100","3100","  60.749","11159.676","3099.910","  57.484","10481.288","2911.469"," 92","0","   3.865"," 687.975"," 191.104","  45.000","    0"
"14:31:49:435","52086940209034"," 190.334","  97.030"," 3093"," 3000"," 3100","3100","  60.922","11165.783","3101.606","  57.713","10487.073","2913.076"," 91","0","   3.881"," 688.364"," 191.212","  45.000","    0"
"14:31:49:535","52087170685442"," 190.434","  97.463"," 3093"," 3000"," 3100","3100","  61.106","11171.896","3103.304","  57.727","10492.848","2914.680"," 91","0","   3.883"," 688.753"," 191.320","  45.000","    0"
"14:31:49:635","52087401466396"," 190.534","  99.373"," 3093"," 3000"," 3100","3100","  60.670","11177.973","3104.992","  57.084","10498.566","2916.268"," 92","0","   3.891"," 689.142"," 191.428","  45.000","    0"
"14:31:49:735","52087632022080"," 190.634","  98.454"," 3093"," 3000"," 3100","3100","  60.227","11183.999","3106.667","  56.643","10504.234","2917.843"," 92","0","   3.842"," 689.527"," 191.535","  45.000","    0"
"14:31:49:835","52087862491594"," 190.734","  97.360"," 3093"," 3000"," 3100","3100","  59.873","11189.989","3108.330","  55.907","10509.826","2919.396"," 92","0","   3.872"," 689.914"," 191.643","  45.000","    0"
"14:31:49:935","52088093325640"," 190.834","  95.852"," 3093"," 3000"," 3100","3100","  60.811","11196.081","3110.023","  56.566","10515.494","2920.970"," 92","0","   3.887"," 690.304"," 191.751","  45.000","    0"
"14:31:50:035","52088323920660"," 190.934","  94.760"," 3093"," 3000"," 3100","3100","  59.974","11202.084","3111.690","  56.449","10521.143","2922.540"," 92","0","   3.847"," 690.689"," 191.858","  45.000","    0"
"14:31:50:135","52088554546252"," 191.034","  98.581"," 3093"," 3000"," 3100","3100","  60.550","11208.145","3113.373","  57.191","10526.868","2924.130"," 92","0","   3.878"," 691.077"," 191.966","  45.000","    0"
"14:31:50:235","52088785340696"," 191.135","  98.173"," 3093"," 3000"," 3100","3100","  60.114","11214.166","3115.046","  56.554","10532.533","2925.704"," 92","0","   3.900"," 691.467"," 192.074","  45.000","    0"
"14:31:50:336","52089015851092"," 191.235","  95.899"," 3093"," 3000"," 3100","3100","  60.461","11220.215","3116.726","  57.024","10538.238","2927.288"," 92","0","   3.876"," 691.855"," 192.182","  45.000","    0"
"14:31:50:436","52089246542096"," 191.335","  98.288"," 3093"," 3000"," 3100","3100","  60.416","11226.264","3118.407","  56.981","10543.943","2928.873"," 92","0","   3.865"," 692.242"," 192.289","  45.000","    0"
"14:31:50:536","52089477294358"," 191.435","  99.384"," 3093"," 3000"," 3100","3100","  61.202","11232.394","3120.109","  57.494","10549.702","2930.473"," 91","0","   3.866"," 692.629"," 192.397","  45.000","    0"
"14:31:50:636","52089707786532"," 191.535","  98.159"," 3093"," 3000"," 3100","3100","  60.742","11238.471","3121.797","  57.299","10555.434","2932.065"," 92","0","   3.876"," 693.017"," 192.505","  45.000","    0"
"14:31:50:736","52089938304508"," 191.635","  98.442"," 3093"," 3000"," 3100","3100","  59.550","11244.429","3123.452","  55.900","10561.027","2933.619"," 92","0","   3.902"," 693.407"," 192.613","  45.000","    0"
"14:31:50:836","52090168940938"," 191.735","  97.908"," 3093"," 3000"," 3100","3100","  59.826","11250.417","3125.116","  55.329","10566.565","2935.157"," 92","0","   3.908"," 693.799"," 192.722","  45.000","    0"
"14:31:50:936","52090399784156"," 191.835","  95.874"," 3093"," 3000"," 3100","3100","  60.655","11256.494","3126.804","  57.244","10572.301","2936.750"," 92","0","   3.801"," 694.179"," 192.828","  45.000","    0"
"14:31:51:036","52090630471712"," 191.935","  97.756"," 3093"," 3000"," 3100","3100","  59.484","11262.450","3128.458","  55.661","10577.874","2938.298"," 91","0","   3.837"," 694.564"," 192.934","  45.000","    0"
"14:31:51:137","52090861351448"," 192.036","  95.475"," 3093"," 3000"," 3100","3100","  59.711","11268.434","3130.121","  56.224","10583.508","2939.863"," 91","0","   3.863"," 694.951"," 193.042","  45.000","    0"
"14:31:51:237","52091092243076"," 192.136","  97.981"," 3093"," 3000"," 3100","3100","  60.559","11274.503","3131.806","  57.208","10589.241","2941.456"," 91","0","   3.869"," 695.339"," 193.150","  45.000","    0"
"14:31:51:337","52091322636776"," 192.236","  98.995"," 3093"," 3000"," 3100","3100","  60.651","11280.568","3133.491","  56.879","10594.929","2943.036"," 92","0","   3.923"," 695.731"," 193.259","  45.000","    0"
"14:31:51:437","52091553432306"," 192.336","  98.183"," 3093"," 3000"," 3100","3100","  60.182","11286.596","3135.166","  57.012","10600.640","2944.622"," 92","0","   3.842"," 696.116"," 193.365","  45.000","    0"
"14:31:51:537","52091783929528"," 192.436","  94.659"," 3093"," 3000"," 3100","3100","  60.238","11292.622","3136.840","  56.772","10606.319","2946.200"," 92","0","   3.825"," 696.498"," 193.472","  45.000","    0"
"14:31:51:637","52092014502718"," 192.536","  98.000"," 3093"," 3000"," 3100","3100","  61.617","11298.789","3138.552","  57.625","10612.086","2947.802"," 92","0","   3.878"," 696.886"," 193.580","  45.000","    0"
"14:31:51:737","52092245344468"," 192.636","  98.388"," 3093"," 3000"," 3100","3100","  59.446","11304.745","3140.207","  55.319","10617.628","2949.341"," 91","0","   3.843"," 697.271"," 193.687","  45.000","  350"
"14:31:51:837","52092475807346"," 192.736","  95.930"," 3093"," 3000"," 3100","3100","  60.823","11310.829","3141.897","  57.395","10623.370","2950.936"," 92","0","   3.766"," 697.648"," 193.791","  45.000","    0"
"14:31:51:937","52092706729776"," 192.837","  97.798"," 3093"," 3000"," 3100","3100","  59.657","11316.808","3143.558","  56.067","10628.989","2952.497"," 91","0","   3.810"," 698.030"," 193.897","  45.000","    0"
"14:31:52:038","52092937230012"," 192.937","  97.645"," 3093"," 3000"," 3100","3100","  60.445","11322.855","3145.238","  56.694","10634.661","2954.072"," 92","0","   3.858"," 698.416"," 194.004","  45.000","    0"
"14:31:52:138","52093167735786"," 193.037","  97.512"," 3093"," 3000"," 3100","3100","  60.988","11328.957","3146.932","  57.712","10640.435","2955.676"," 92","0","   3.889"," 698.805"," 194.113","  45.000","    0"
"14:31:52:238","52093398447064"," 193.137","  98.490"," 3093"," 3000"," 3100","3100","  60.605","11335.025","3148.618","  57.135","10646.156","2957.266"," 92","0","   3.848"," 699.190"," 194.220","  45.000","    0"
"14:31:52:338","52093628951004"," 193.237","  95.827"," 3093"," 3000"," 3100","3100","  60.150","11341.043","3150.290","  56.639","10651.822","2958.840"," 92","0","   3.812"," 699.572"," 194.325","  45.000","    0"
"14:31:52:438","52093859569972"," 193.337","  98.274"," 3093"," 3000"," 3100","3100","  61.300","11347.179","3151.994","  57.973","10657.625","2960.451"," 92","0","   3.842"," 699.956"," 194.432","  45.000","    0"
"14:31:52:538","52094090239334"," 193.437","  97.031"," 3093"," 3000"," 3100","3100","  60.427","11353.229","3153.675","  56.690","10663.301","2962.028"," 92","0","   3.815"," 700.338"," 194.538","  45.000","    0"
"14:31:52:638","52094321074132"," 193.537","  95.465"," 3093"," 3000"," 3100","3100","  60.146","11359.255","3155.349","  55.828","10668.894","2963.582"," 92","0","   3.864"," 700.725"," 194.646","  45.000","    0"
"14:31:52:738","52094551788920"," 193.637","  96.133"," 3093"," 3000"," 3100","3100","  59.385","11365.201","3157.000","  55.839","10674.486","2965.135"," 91","0","   3.816"," 701.108"," 194.752","  45.000","  350"
"14:31:52:838","52094782240810"," 193.737","  97.496"," 3093"," 3000"," 3100","3100","  59.144","11371.117","3158.644","  55.228","10680.010","2966.669"," 91","0","   3.894"," 701.497"," 194.860","  45.000","    0"
"14:31:52:939","52095013085764"," 193.838","  99.212"," 3093"," 3000"," 3100","3100","  60.158","11377.144","3160.318","  56.630","10685.684","2968.245"," 91","0","   3.901"," 701.888"," 194.969","  45.000","    0"
"14:31:53:039","52095243770964"," 193.938","  97.558"," 3093"," 3000"," 3100","3100","  60.571","11383.209","3162.003","  57.108","10691.402","2969.834"," 92","0","   3.893"," 702.278"," 195.077","  45.000","    0"
"14:31:53:139","52095474299056"," 194.038","  95.055"," 3093"," 3000"," 3100","3100","  59.867","11389.199","3163.666","  56.330","10697.038","2971.399"," 92","0","   3.881"," 702.666"," 195.185","  45.000","    0"
"14:31:53:239","52095705137438"," 194.138","  95.988"," 3093"," 3000"," 3100","3100","  59.659","11395.176","3165.327","  56.158","10702.664","2972.962"," 92","0","   3.889"," 703.056"," 195.293","  45.000","    0"
"14:31:53:339","52095935805512"," 194.238","  97.662"," 3093"," 3000"," 3100","3100","  61.132","11401.297","3167.027","  57.163","10708.387","2974.552"," 92","0","   3.919"," 703.448"," 195.402","  45.000","    0"
"14:31:53:439","52096166322756"," 194.338","  97.765"," 3093"," 3000"," 3100","3100","  61.050","11407.405","3168.724","  57.687","10714.159","2976.155"," 92","0","   3.893"," 703.838"," 195.510","  45.000","    0"
"14:31:53:539","52096396791286"," 194.438","  98.389"," 3093"," 3000"," 3100","3100","  61.168","11413.523","3170.423","  57.812","10719.942","2977.762"," 92","0","   3.887"," 704.226"," 195.618","  45.000","    0"
"14:31:53:639","52096627710920"," 194.538","  97.918"," 3093"," 3000"," 3100","3100","  60.850","11419.622","3172.117","  57.649","10725.720","2979.367"," 92","0","   3.882"," 704.615"," 195.727","  45.000","    0"
"14:31:53:740","52096858583112"," 194.639","  98.423"," 3093"," 3000"," 3100","3100","  59.868","11425.621","3173.784","  56.165","10731.348","2980.930"," 91","0","   3.832"," 704.999"," 195.833","  45.000","  350"
"14:31:53:840","52097089130050"," 194.739","  97.256"," 3093"," 3000"," 3100","3100","  58.977","11431.523","3175.423","  55.066","10736.858","2982.461"," 92","0","   3.870"," 705.387"," 195.941","  45.000","    0"
"14:31:53:940","52097320039812"," 194.839","  95.729"," 3093"," 3000"," 3100","3100","  60.668","11437.603","3177.112","  57.456","10742.616","2984.060"," 91","0","   3.869"," 705.774"," 196.048","  45.000","    0"
"14:31:54:040","52097551027284"," 194.939","  98.314"," 3093"," 3000"," 3100","3100","  61.717","11443.790","3178.831","  57.891","10748.420","2985.672"," 92","0","   3.920"," 706.167"," 196.158","  45.000","    0"
"14:31:54:140","52097781742632"," 195.039","  97.841"," 3093"," 3000"," 3100","3100","  61.013","11449.900","3180.528","  57.770","10754.205","2987.279"," 92","0","   3.881"," 706.556"," 196.266","  45.000","    0"
"14:31:54:240","52098012432952"," 195.139","  98.044"," 3093"," 3000"," 3100","3100","  61.008","11456.009","3182.225","  57.698","10759.982","2988.884"," 92","0","   3.887"," 706.945"," 196.374","  45.000","    0"
"14:31:54:340","52098243096880"," 195.240","  96.791"," 3093"," 3000"," 3100","3100","  60.871","11462.103","3183.917","  57.607","10765.749","2990.486"," 92","0","   3.877"," 707.333"," 196.481","  45.000","    0"
"14:31:54:441","52098473782056"," 195.340","  98.117"," 3093"," 3000"," 3100","3100","  60.896","11468.200","3185.611","  57.637","10771.520","2992.089"," 92","0","   3.878"," 707.722"," 196.589","  45.000","    0"
"14:31:54:541","52098704592956"," 195.440","  97.250"," 3093"," 3000"," 3100","3100","  60.956","11474.306","3187.307","  57.708","10777.301","2993.695"," 92","0","   3.866"," 708.109"," 196.697","  45.000","    0"
"14:31:54:641","52098935155158"," 195.540","  99.026"," 3093"," 3000"," 3100","3100","  61.195","11480.430","3189.008","  57.582","10783.064","2995.295"," 92","0","   3.853"," 708.494"," 196.804","  45.000","    0"
"14:31:54:741","52099165661640"," 195.640","  98.778"," 3093"," 3000"," 3100","3100","  59.571","11486.390","3190.664","  55.903","10788.656","2996.849"," 92","0","   3.855"," 708.880"," 196.911","  45.000","    0"
"14:31:54:841","52099396481338"," 195.740","  98.057"," 3093"," 3000"," 3100","3100","  60.442","11492.445","3192.346","  55.896","10794.256","2998.405"," 92","0","   3.907"," 709.272"," 197.020","  45.000","    0"
"14:31:54:941","52099627220930"," 195.840","  98.073"," 3093"," 3000"," 3100","3100","  60.176","11498.472","3194.020","  56.597","10799.924","2999.979"," 91","0","   3.835"," 709.656"," 197.127","  45.000","    0"
"14:31:55:041","52099857963844"," 195.940","  98.142"," 3093"," 3000"," 3100","3100","  60.263","11504.507","3195.696","  56.750","10805.608","3001.558"," 91","0","   3.874"," 710.044"," 197.234","  45.000","  350"
"14:31:55:141","52100088487488"," 196.040","  98.061"," 3093"," 3000"," 3100","3100","  60.629","11510.573","3197.381","  57.219","10811.333","3003.148"," 92","0","   3.860"," 710.430"," 197.342","  45.000","    0"
"14:31:55:242","52100319477092"," 196.141","  93.550"," 3093"," 3000"," 3100","3100","  59.559","11516.544","3199.040","  56.181","10816.965","3004.713"," 91","0","   3.833"," 710.814"," 197.448","  45.000","    0"
"14:31:55:342","52100549949652"," 196.241","  97.049"," 3093"," 3000"," 3100","3100","  60.587","11522.605","3200.724","  57.095","10822.677","3006.299"," 91","0","   3.847"," 711.199"," 197.555","  45.000","    0"
"14:31:55:442","52100780384048"," 196.341","  98.301"," 3093"," 3000"," 3100","3100","  60.499","11528.656","3202.404","  56.981","10828.375","3007.882"," 92","0","   3.863"," 711.585"," 197.663","  45.000","    0"
"14:31:55:542","52101010922202"," 196.441","  96.940"," 3093"," 3000"," 3100","3100","  61.402","11534.800","3204.111","  58.141","10834.193","3009.498"," 92","0","   3.820"," 711.968"," 197.769","  45.000","    0"
"14:31:55:642","52101241685498"," 196.541","  97.155"," 3093"," 3000"," 3100","3100","  60.692","11540.878","3205.800","  57.335","10839.936","3011.093"," 92","0","   3.793"," 712.347"," 197.874","  45.000","    0"
"14:31:55:742","52101472953896"," 196.641","  96.415"," 3093"," 3000"," 3100","3100","  59.395","11546.840","3207.456","  54.854","10845.442","3012.623"," 90","0","   3.804"," 712.729"," 197.980","  45.000","  350"
"14:31:55:842","52101703344240"," 196.741","  97.598"," 3093"," 3000"," 3100","3100","  61.052","11552.945","3209.151","  57.541","10851.196","3014.221"," 92","0","   3.804"," 713.110"," 198.086","  45.000","    0"
"14:31:55:942","52101934134690"," 196.842","  95.105"," 3093"," 3000"," 3100","3100","  59.621","11558.917","3210.810","  55.947","10856.800","3015.778"," 92","0","   3.797"," 713.490"," 198.192","  45.000","    0"
"14:31:56:043","52102164819488"," 196.942","  98.000"," 3093"," 3000"," 3100","3100","  60.515","11564.976","3212.493","  56.978","10862.505","3017.362"," 91","0","   3.864"," 713.877"," 198.299","  45.000","    0"
"14:31:56:143","52102395348210"," 197.042","  98.598"," 3093"," 3000"," 3100","3100","  60.833","11571.063","3214.184","  57.401","10868.248","3018.958"," 91","0","   3.868"," 714.264"," 198.407","  45.000","    0"
"14:31:56:243","52102625833316"," 197.142","  99.374"," 3093"," 3000"," 3100","3100","  60.997","11577.165","3215.879","  57.453","10873.995","3020.554"," 91","0","   3.919"," 714.656"," 198.516","  45.000","    0"
"14:31:56:343","52102856457486"," 197.242","  97.858"," 3093"," 3000"," 3100","3100","  60.610","11583.232","3217.564","  57.130","10879.714","3022.143"," 92","0","   3.868"," 715.043"," 198.623","  45.000","    0"
"14:31:56:443","52103086969094"," 197.342","  95.612"," 3093"," 3000"," 3100","3100","  60.396","11589.274","3219.243","  56.907","10885.407","3023.724"," 92","0","   3.863"," 715.430"," 198.730","  45.000","    0"
"14:31:56:543","52103317888874"," 197.442","  95.662"," 3093"," 3000"," 3100","3100","  61.529","11595.441","3220.956","  57.672","10891.188","3025.330"," 92","0","   3.882"," 715.819"," 198.839","  45.000","    0"
"14:31:56:643","52103548707044"," 197.542","  98.033"," 3093"," 3000"," 3100","3100","  60.700","11601.522","3222.645","  57.435","10896.941","3026.928"," 91","0","   3.881"," 716.207"," 198.947","  45.000","    0"
